ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	COGIDS	ALIGNMENT
1734	O	mano	mama-	mama-	m a m a		128	34	2278	m a m a
1735	En	mano	máma-	máma-	m á/a m a		128	34	2278	m á/a m a
1736	Y	mano	máma-	máma-	m á/a m a		128	34	2278	m á/a m a
1737	MA	mano	mámma	mámma	m á/a mm/mː a		128	34	2278	m á/a mm/mː a
1738	Va	mano	ma-	ma-	m a		128	34	2278	m a - -
1739	TA	mano	ma-	ma-	m a		128	34	2278	m a - -
1740	TR	mano	ma-wulír	ma-wulír	m a + w u l í/i r		128	34	2278 2279	m a - - + w u l í/i r
1741	Proto	marido	*kuna	*kuna	k u n a		107	10	2288	k u - n - a
1742	TEP	marido	kúna	kúna	k ú/u n a		107	10	2288	k ú/u - n - a
1743	O	marido	kuna-	kuna-	k u n a		107	10	2288	k u - n - a
1744	En	marido	kúngwa	kúngwa	k ú/u n gʷ a		107	10	2288	k ú/u - n gʷ a
1745	Y	marido	kuúna	kuúna	k u ú/u n a		107	10	2288	k u ú/u n - a
1746	MA	marido	kuúna	kuúna	k u ú/u n a		107	10	2288	k u ú/u n - a
1747	Vb	marido	kuuná	kuuná	k u u/u n á/a		107	10	2288	k u u/u n - á/a
1748	Va	marido	kuná	kuná	k u n á/a		107	10	2288	k u - n - á/a
1749	TA	marido	kuná	kuná	k u n á/a		107	10	2288	k u - n - á/a
1750	TR	marido	kuna-kám	kuna-kám	k u n a + k á/a m		107	10	2288 2289	k u - n - a + k á/a m
1751	Proto	marrano	*kowi	*kowi	k o w i		97	375	2300	k o - - w i
1752	P	marrano	kohji	kohji	k o h j/dʒ i		97	375	2300	k o h - j/dʒ i
1753	Y	marrano	koówi	koówi	k o ó/o w i		97	375	2300	k o - ó/o w i
1754	MA	marrano	koówi	koówi	k o ó/o w i		97	375	2300	k o - ó/o w i
1755	Vb	marrano	koowí	koowí	k oː w í/i		97	375	2300	k oː - - w í/i
1756	Va	marrano	koí	koí	k o í/i		97	375	2300	k o - - - í/i
1757	TR	marrano	kowí	kowí	k o w í/i		97	375	2300	k o - - w í/i
1758	TR	marrano	koví.	koví.	k o v í/i		97	375	2300	k o - - v í/i
1759	Proto	masticar	*kumi	*kumi	k u m i		104	7	2309	k u - - m i -
1760	P	masticar	kuhm	kuhm	k u h m		104	7	2309	k u h - m - -
1761	PI	masticar	kuma	kuma	k u m a		104	7	2309	k u - - m a -
1762	O	masticar	kum-	kum-	k u m		104	7	2309	k u - - m - -
1763	Y	masticar	kuúme	kuúme	k u ú/u m e		104	7	2309	k u - ú/u m e -
1764	MA	masticar	kuúme	kuúme	k u ú/u m e		104	7	2309	k u - ú/u m e -
1765	Va	masticar	kumi-	kumi-	k u m i		104	7	2309	k u - - m i -
1766	TA	masticar	kumí	kumí	k u m í/i		104	7	2309	k u - - m í/i -
1767	TR	masticar	kumi-.	kumi-.	k u m i +		104	7	2309	k u - - m i +
1768	O	mata de fruta con cuernos	agwari	agwari	a gʷ a r i		8	356	2319	a gʷ a r i
1769	Proto	matar	*mɨ'a	*mɨ'a	m ɨ ʔ a		144	53	2321	m ɨ ʔ - a
1770	Proto	matar	mɨr-i	mɨr-i	m ɨ r + i		144	53	2321 2323	m ɨ - r - + i
1771	TEP	matar	múa	múa	m ú/u a		144	53	2321	m ú/u - - a
1772	O	matar	mea	mea	m e a		144	53	2321	m e - - a
1773	En	matar	méa-	méa-	m é/e a		144	53	2321	m é/e - - a
1774	Y	matar	mé'a	mé'a	m é/e ʔ a		144	53	2321	m é/e ʔ - a
1775	MA	matar	mé'a	mé'a	m é/e ʔ a		144	53	2321	m é/e ʔ - a
1776	Vb	matar	meri-	meri-	m e r i		144	53	2321	m e - r i
1777	Va	matar	me'á-	me'á-	m e á/a		144	53	2321	m e - - á/a
1778	Va	matar	me'ri-	me'ri-	m e ʔ r i		144	53	2321	m e ʔ r i
1779	TA	matar	me'á	me'á	m e á/a		144	53	2321	m e - - á/a
1780	TA	matar	mi'ri-	mi'ri-	m i ʔ r i		144	53	2321	m i ʔ r i
1781	TR	matar	ma-kát	ma-kát	m a + k á/a t		144	53	2321 2322	m a - - - + k á/a t
1782	Proto	matar (compl. plur.)	*koya	*koya	k o y/k a		99	378	2337	k o y/k - - a
1783	Proto	matar (compl. plur.)	ko-i	ko-i	k o + i		99	378	2337 2339	k o - - - - + i
1784	TEP	matar (compl. plur.)	koodá	koodá	k oː d á/a		99	378	2337	k oː d - - á/a
1785	En	matar (compl. plur.)	kodá-	kodá-	k o d á/a		99	378	2337	k o d - - á/a
1786	Vb	matar (compl. plur.)	ko'oyá-	ko'oyá-	k o o y/j á/a		99	378	2337	k o - o y/j á/a
1787	Va	matar (compl. plur.)	kó'ya-	kó'ya-	k ó/o y/j a		99	378	2337	k ó/o - - y/j a
1788	Va	matar (compl. plur.)	ko'í-	ko'í-	k o í/i		99	378	2337	k o - - - í/i
1789	TA	matar (compl. plur.)	ko'yá	ko'yá	k o y/j á/a		99	378	2337	k o - - y/j á/a
1790	TA	matar (compl. plur.)	ko'i-	ko'i-	k o ʔ i		99	378	2337	k o ʔ - - i
1791	TR	matar (compl. plur.)	konya-mát	konya-mát	k o n y/j a + m á/a t		99	378	2337 2338	k o n - y/j a + m á/a t
1792	Proto	maíz	*sunu	*sunu	s u n u		263	189	2350	s u - - n u
1793	TEP	maíz	húunu-i	húunu-i	h ú/u u n u + i		263	189	2350 2352	h ú/u - u n u + i
1794	O	maíz	sunu-t	sunu-t	s u n u + t		263	189	2350 2351	s u - - n u + t
1795	En	maíz	súnu-	súnu-	s ú/u n u		263	189	2350	s ú/u - - n u
1796	MA	maíz	súnnu	súnnu	s ú/u nn/nː u		263	189	2350	s ú/u - - nn/nː u
1797	Vb	maíz	su'unú	su'unú	s u ʔ u n ú/u		263	189	2350	s u ʔ u n ú/u
1798	Va	maíz	sunú	sunú	s u n ú/u		263	189	2350	s u - - n ú/u
1799	TA	maíz	suunú.	suunú.	s u u/u n ú/u		263	189	2350	s u - u/u n ú/u
1800	Proto	metate	*mata	*mata	m a t a		141	50	2361	m a - - t - - a
1801	TEP	metate	máhuturai	máhuturai	m á/a h u t u r ai		141	50	2361	m á/a h u t u r ai
1802	En	metate	mata-	mata-	m a t a		141	50	2361	m a - - t - - a
1803	Y	metate	máta	máta	m á/a t a		141	50	2361	m á/a - - t - - a
1804	MA	metate	mátta	mátta	m á/a tt/tː a		141	50	2361	m á/a - - tt/tː - - a
1805	Vb	metate	mahtá	mahtá	m a h t á/a		141	50	2361	m a h - t - - á/a
1806	Va	metate	mahtá	mahtá	m a h t á/a		141	50	2361	m a h - t - - á/a
1807	TA	metate	matá	matá	m a t á/a		141	50	2361	m a - - t - - á/a
1808	TR	metate	matá-t.	matá-t.	m a t á/a + t		141	50	2361 2362	m a - - t - - á/a + t
1809	Proto	mezcal	*mahi	*mahi	m a h i		133	41	2372	m a h - i
1810	O	mezcal	maí	maí	m a í/i		133	41	2372	m a - - í/i
1811	En	mezcal	mai-	mai-	m ai		133	41	2372	m ai - - -
1812	Vb	mezcal	mahí	mahí	m a h í/i		133	41	2372	m a h - í/i
1813	Va	mezcal	mahí	mahí	m a h í/i		133	41	2372	m a h - í/i
1814	TR	mezcal	manyí-t	manyí-t	m a n y/j í/i + t		133	41	2372 2373	m a n y/j í/i + t
1815	Proto	moco, catarro	*cop	*cop	c o p		41	314	2380	c o - p -
1816	P	moco, catarro	shosha	shosha	sh/ʃ o sh/ʃ a		41	314	2380	sh/ʃ o - sh/ʃ a
1817	PI	moco, catarro	-soa	-soa	s o a		41	314	2380	s o - - a
1818	O	moco, catarro	co-t	co-t	c o + t		41	314	2380 2381	c o - - - + t
1819	En	moco, catarro	cóbá-t	cóbá-t	c ó/o b á/a + t		41	314	2380 2381	c ó/o - b á/a + t
1820	En	moco, catarro	cova-t	cova-t	c o v a + t		41	314	2380 2381	c o - v a + t
1821	Vb	moco, catarro	cohpé-	cohpé-	c o h p é/e		41	314	2380	c o h p é/e
1822	Va	moco, catarro	copé	copé	c o p é/e		41	314	2380	c o - p é/e
1823	TA	moco, catarro	co'pé.	co'pé.	c o p é/e		41	314	2380	c o - p é/e
1824	Proto	mojarse	*samɨ	*samɨ	s a m ɨ		231	153	2393	s a - m ɨ
1825	O	mojarse	sahm-	sahm-	s a h m		231	153	2393	s a h m -
1826	En	mojarse	sáme-	sáme-	s á/a m e		231	153	2393	s á/a - m e
1827	Va	mojarse	sami-	sami-	s a m i		231	153	2393	s a - m i
1828	TA	mojarse	samí	samí	s a m í/i		231	153	2393	s a - m í/i
1829	Proto	moler	*rusu	*rusu	r u s u		322	257	2399	r u - s u
1830	Proto	moler	rus-i	rus-i	r u s + i		322	257	2399 2402	r u - s - + i
1831	PI	moler	tuha	tuha	t u h a		322	257	2399	t u - h a
1832	O	moler	tuh	tuh	t u h		322	257	2399	t u - h -
1833	O	moler	thu	thu	tʰ u		322	257	2399	tʰ u - - -
1834	En	moler	túsa	túsa	t ú/u s a		322	257	2399	t ú/u - s a
1835	Y	moler	tuúse	tuúse	t u ú/u s e		322	257	2399	t u ú/u s e
1836	MA	moler	tuúse	tuúse	t u ú/u s e		322	257	2399	t u ú/u s e
1837	Vb	moler	tuusí	tuusí	t u u/u s í/i		322	257	2399	t u u/u s í/i
1838	Va	moler	tusu-	tusu-	t u s u		322	257	2399	t u - s u
1839	TA	moler	rusú	rusú	r u s ú/u		322	257	2399	r u - s ú/u
1840	TR	moler	ma-tusí-t	ma-tusí-t	m a + t u s í/i + t		322	257	2400 2399 2401	m a + t u - s í/i + t
1841	Proto	morder	*kɨ	*kɨ	k ɨ		81	358	2415	k ɨ - - - -
1842	TEP	morder	kɨ-	kɨ-	k ɨ		81	358	2415	k ɨ - - - -
1843	O	morder	ki	ki	k i		81	358	2415	k i - - - -
1844	En	morder	ké-	ké-	k é/e		81	358	2415	k é/e - - - -
1845	Y	morder	ké'e	ké'e	k é/e ʔ e		81	358	2415	k é/e ʔ - - e
1846	MA	morder	ké'eye	ké'eye	k é/e ʔ e y/j e		81	358	2415	k é/e ʔ e y/j e
1847	Vb	morder	ki'i-	ki'i-	k i ʔ i		81	358	2415	k i ʔ - - i
1848	Va	morder	ki'-	ki'-	k i ʔ		81	358	2415	k i ʔ - - -
1849	TA	morder	i-kí	i-kí	i + k í/i		81	358	2416 2415	i + k í/i - - - -
1850	TA	morder	i'-kí	i'-kí	i ʔ + k í/i		81	358	2417 2415	i ʔ + k í/i - - - -
1851	TR	morder	kerá-	kerá-	k e r á/a		81	358	2415	k e r - - á/a
1852	Proto	morirse (suj sg.)	*muku	*muku	m u k u		155	65	2429	m u - k u -
1853	Proto	morirse (suj sg.)	muk-i	muk-i	m u k + i		155	65	2429 2432	m u - k - - + i
1854	TEP	morirse (suj sg.)	muukí-	muukí-	m u u/u k í/i		155	65	2429	m u u/u k í/i -
1855	O	morirse (suj sg.)	muk	muk	m u k		155	65	2429	m u - k - -
1856	En	morirse (suj sg.)	múku-	múku-	m ú/u k u		155	65	2429	m ú/u - k u -
1857	Y	morirse (suj sg.)	muúke muúku-	muúke_muúku-	m u ú/u k e + m u ú/u k u		155	65	2431 2429	m u ú/u k e + m u ú/u k u -
1858	MA	morirse (suj sg.)	muúke muúku-	muúke_muúku-	m u ú/u k e + m u ú/u k u		155	65	2430 2429	m u ú/u k e + m u ú/u k u -
1859	Vb	morirse (suj sg.)	múku-	múku-	m ú/u k u		155	65	2429	m ú/u - k u -
1860	Va	morirse (suj sg.)	mugu-	mugu-	m u g u		155	65	2429	m u - g u -
1861	Va	morirse (suj sg.)	mugi-	mugi-	m u g i		155	65	2429	m u - g i -
1862	TA	morirse (suj sg.)	mukú	mukú	m u k ú/u		155	65	2429	m u - k ú/u -
1863	TA	morirse (suj sg.)	muki-.	muki-.	m u k i +		155	65	2429	m u - k i +
1864	Proto	morirse (suj. plur.)	*ko	*ko	k o		87	364	2445	k o - -
1865	TEP	morirse (suj. plur.)	kó-	kó-	k ó/o		87	364	2445	k ó/o - -
1866	O	morirse (suj. plur.)	ko	ko	k o		87	364	2445	k o - -
1867	En	morirse (suj. plur.)	kó-	kó-	k ó/o		87	364	2445	k ó/o - -
1868	Y	morirse (suj. plur.)	kóko	kóko	k ó/o k o		87	364	2445	k ó/o k o
1869	MA	morirse (suj. plur.)	kókko.	kókko.	k ó/o kk/kː o		87	364	2445	k ó/o kk/kː o
1870	Proto	mosca	*saiwori	*saiwori	s ai w o r i		227	148	2452	s ai - - w o r i
1871	PI	mosca	saibori	saibori	s ai b o r i		227	148	2452	s ai - - b o r i
1872	O	mosca	saiwori	saiwori	s ai w o r i		227	148	2452	s ai - - w o r i
1873	En	mosca	sébor	sébor	s é/e b o r		227	148	2452	s é/e - - b o r -
1874	Y	mosca	sé'ebo'i	sé'ebo'i	s é/e e b o ʔ i		227	148	2452	s é/e - e b o ʔ i
1875	MA	mosca	sé'ebori	sé'ebori	s é/e e b o r i		227	148	2452	s é/e - e b o r i
1876	Vb	mosca	so'óri	so'óri	s o ó/o r i		227	148	2452	s o - - - ó/o r i
1877	Va	mosca	se'óri	se'óri	s e ó/o r i		227	148	2452	s e - - - ó/o r i
1878	TA	mosca	se'orí	se'orí	s e ʔ o r í/i		227	148	2452	s e - - ʔ o r í/i
1879	TR	mosca	sayból	sayból	s ay/ai b ó/o l		227	148	2452	s ay/ai - - b ó/o l -
1880	TR	mosca	hayaból	hayaból	h a y/j a b ó/o l		227	148	2452	h a y/j a b ó/o l -
1881	Proto	mucho	*mui	*mui	m ui		154	64	2464	m ui - -
1882	TEP	mucho	mú'i	mú'i	m ú/u ʔ i		154	64	2464	m ú/u ʔ i
1883	O	mucho	mui	mui	m ui		154	64	2464	m ui - -
1884	En	mucho	múi	múi	m ú/u i		154	64	2464	m ú/u - i
1885	Va	mucho	mu-éna	mu-éna	m u + é/e n a		154	64	2464 2466	m u - - + é/e n a
1886	TA	mucho	mu-	mu-	m u		154	64	2464	m u - -
1887	TR	mucho	mui-ár	mui-ár	m ui + á/a r		154	64	2464 2465	m ui - - + á/a r
1888	Proto	mucho	*wɨ	*wɨ	w ɨ		340	278	2467	w ɨ
1889	TEP	mucho	gí'ɨ	gí'ɨ	g í/i ʔ ɨ		340	278	2464	g í/i ʔ ɨ
1890	Vb	mucho	wee-rú	wee-rú	w ee/eː + r ú/u		340	278	2467 2468	w ee/eː + r ú/u
1891	Va	mucho	we-rú	we-rú	w e + r ú/u		340	278	2467 2468	w e + r ú/u
1892	TA	mucho	wé.	wé.	w é/e		340	278	2467	w é/e
1893	Proto	murciélago	*sopɨ-ci	*sopɨ-ci	s o p ɨ + c i		258	183	2481 2483	s o p - - ɨ + c i
1894	O	murciélago	sopici	sopici	s o p i c i		258	183	2481	s o p i c i
1895	Y	murciélago	soóci-k	soóci-k	s o ó/o c i + k		258	183	2481 2482	s o - ó/o c i + k
1896	MA	murciélago	sótci-k	sótci-k	s ó/o t c i + k		258	183	2481 2482	s ó/o t - c i + k
1897	Va	murciélago	so'péci	so'péci	s o p é/e c i		258	183	2481	s o p é/e c i
1898	TA	murciélago	so'pecí	so'pecí	s o p e c í/i		258	183	2481	s o p e c í/i
1899	TA	murciélago	so'picí.	so'picí.	s o p i c í/i		258	183	2481	s o p i c í/i
1900	Proto	muslo	*kasi	*kasi	k a s i		75	351	2492	k a - - s i
1901	TEP	muslo	káhi	káhi	k á/a h i		75	351	2492	k á/a - - h i
1902	Vb	muslo	kaahsí	kaahsí	k a a h s í/i		75	351	2492	k a a h s í/i
1903	Va	muslo	kasí	kasí	k a s í/i		75	351	2492	k a - - s í/i
1904	TA	muslo	kasí.	kasí.	k a s í/i		75	351	2492	k a - - s í/i
1905	Proto	nariz	*yaka	*yaka	y/j a k a		350	289	2498	y/j a - k a
1906	TEP	nariz	dáaka	dáaka	d á/a a k a		350	289	2498	d á/a a k a
1907	O	nariz	dakka	dakka	d a kk/kː a		350	289	2498	d a - kk/kː a
1908	En	nariz	dáka-	dáka-	d á/a k a		350	289	2498	d á/a - k a
1909	Y	nariz	yéka	yéka	y/j é/e k a		350	289	2498	y/j é/e - k a
1910	MA	nariz	yékka	yékka	y/j é/e kk/kː a		350	289	2498	y/j é/e - kk/kː a
1911	Vb	nariz	yahká	yahká	y/j a h k á/a		350	289	2498	y/j a h k á/a
1912	Va	nariz	yahká	yahká	y/j a h k á/a		350	289	2498	y/j a h k á/a
1913	TA	nariz	aká	aká	a k á/a		350	289	2498	- a - k á/a
1914	TR	nariz	níki-sor.	níki-sor.	n í/i k i + s o r		350	289	2498 2499	n í/i - k i + s o r
1915	Proto	nervio	*tawa	*tawa	t a w a		279	207	2510	t a w - - a
1916	Proto	nervio	tawi	tawi	t a w i		279	207	2510	t a w - - i
1917	TEP	nervio	ta-tága	ta-tága	t a + t á/a g a		279	207	2510 2511	t a - - - - + t á/a g a
1918	En	nervio	tawíra-	tawíra-	t a w í/i r a		279	207	2510	t a w í/i r a
1919	Y	nervio	tá-te	tá-te	t á/a + t e		279	207	2510 2511	t á/a - - - - + t e - -
1920	MA	nervio	tá-tte	tá-tte	t á/a + tt/tː e		279	207	2510 2511	t á/a - - - - + tt/tː e - -
1921	Vb	nervio	ta'awá	ta'awá	t a ʔ a w á/a		279	207	2510	t a ʔ a w á/a
1922	Va	nervio	tawá	tawá	t a w á/a		279	207	2510	t a w - - á/a
1923	TA	nervio	rawá	rawá	r a w á/a		279	207	2510	r a w - - á/a
1924	TR	nervio	ta-tamwá-t.	ta-tamwá-t.	t a + t a mw/mʷ á/a + t		279	207	2510 2512 2511	t a - - - - + t a mw/mʷ á/a + t - - -
1925	Proto	nido	*tosa	*tosa	t o s a		316	249	2527	t - o - s a
1926	En	nido	hi-tósa	hi-tósa	h i + t ó/o s a		316	249	2526 2527	h i + t - ó/o - s a
1927	Y	nido	toósa	toósa	t o ó/o s a		316	249	2527	t - o ó/o s a
1928	MA	nido	toósa	toósa	t o ó/o s a		316	249	2527	t - o ó/o s a
1929	Va	nido	ta'só	ta'só	t a s ó/o		316	249	2527	t - a - s ó/o
1930	TA	nido	ra's	ra's	r a ʔ s		316	249	2528	r a ʔ s
1931	TR	nido	tuesá-r (tüsá-r?).	tuesá-r_(tüsá-r?).	t u/w e s á/a + r		316	249	2527 2529	t u/w e - s á/a + r
1932	Proto	nieve	*kɨpa	*kɨpa	k ɨ p a		83	360	2536	k ɨ - p a
1933	TEP	nieve	kɨva-	kɨva-	k ɨ v a		83	360	2536	k ɨ - v a
1934	Vb	nieve	kehpá	kehpá	k e h p á/a		83	360	2536	k e h p á/a
1935	Va	nieve	kepá	kepá	k e p á/a		83	360	2536	k e - p á/a
1936	TA	nieve	kepá	kepá	k e p á/a		83	360	2536	k e - p á/a
1937	TR	nieve	kewá-t.	kewá-t.	k e w á/a + t		83	360	2536 2537	k e - w á/a + t
1938	Proto	noche, obscuridad	tuka	tuka	t u k a		320	254	2544	t u k - a
1939	TEP	noche, obscuridad	tuká-gai	tuká-gai	t u k á/a + g ai		320	254	2544 2547	t u k - á/a + g ai
1940	O	noche, obscuridad	tuk-	tuk-	t u k		320	254	2544	t u k - -
1941	En	noche, obscuridad	túku-	túku-	t ú/u k u		320	254	2544	t ú/u k - u
1942	Y	noche, obscuridad	tuká-ria	tuká-ria	t u k á/a + r i/j a		320	254	2544 2545	t u k - á/a + r i/j a
1943	MA	noche, obscuridad	tukáa-ri	tukáa-ri	t u k á/a a + r i		320	254	2544 2545	t u k á/a a + r - i
1944	Vb	noche, obscuridad	túka-wári	túka-wári	t ú/u k a + w á/a r i		320	254	2544 2546	t ú/u k - a + w á/a r i
1945	Va	noche, obscuridad	tugá-o	tugá-o	t u g á/a + o		320	254	2544 2548	t u g - á/a + o
1946	TA	noche, obscuridad	ruká-wari	ruká-wari	r u k á/a + w a r i		320	254	2544 2546	r u k - á/a + w a r i
1947	TR	noche, obscuridad	tukú-r	tukú-r	t u k ú/u + r		320	254	2544 2545	t u k - ú/u + r - -
1948	Proto	nombre	*tɨwa	*tɨwa	t ɨ w a		302	234	2562	t ɨ - w a
1949	P	nombre	cɨhgi-g	cɨhgi-g	c ɨ h g i + g		302	234	2562 2565	c ɨ h g i + g -
1950	PI	nombre	tuwi-ga	tuwi-ga	t u w i + g a		302	234	2562 2565	t u - w i + g a
1951	Tn	nombre	ti-tía-radɨ	ti-tía-radɨ	t i + t í/i a + r a d ɨ		302	234	2563 2562 2566	t i + t í/i - - a + r a d ɨ
1952	En	nombre	tegwá-t	tegwá-t	t e gʷ á/a + t		302	234	2562 2563	t e - gʷ á/a + t -
1953	Y	nombre	téa	téa	t é/e a		302	234	2562	t é/e - - a
1954	MA	nombre	tégwa-m	tégwa-m	t é/e gʷ a + m		302	234	2562 2564	t é/e - gʷ a + m
1955	Va	nombre	rewá	rewá	r e w á/a		302	234	2566	r e w á/a
1956	TA	nombre	rewá	rewá	r e w á/a		302	234	2566	r e w á/a
1957	TR	nombre	temwa-ra.	temwa-ra.	t e mw/mʷ a + r a		302	234	2562 2566	t e mw/mʷ - a + r a - -
1958	Proto	nube	*mosi	*mosi	m o s i		150	60	2580	m o s i
1959	O	nube	mosi	mosi	m o s i		150	60	2580	m o s i
1960	En	nube	mósi-	mósi-	m ó/o s i		150	60	2580	m ó/o s i
1961	TR	nube	mosí-t.	mosí-t.	m o s í/i + t		150	60	2580 2581	m o s í/i + t
1962	Proto	nuevo	*pɨmɨ	*pɨmɨ	p ɨ m ɨ		203	121	2586	p ɨ m ɨ
1963	P	nuevo	wep-cij	wep-cij	w e p + c i j/dʒ		203	121	2588 2589	w e p + c i j/dʒ
1964	Y	nuevo	bemé-la	bemé-la	b e m é/e + l a		203	121	2586 2587	b e m é/e + l a
1965	MA	nuevo	bemé-la	bemé-la	b e m é/e + l a		203	121	2586 2587	b e m é/e + l a
1966	Vb	nuevo	wemé-ra	wemé-ra	w e m é/e + r a		203	121	2586 2587	w e m é/e + r a
1967	TR	nuevo	heme-sát.	heme-sát.	h e m e + s á/a t		203	121	2586 2589	h e m e + s á/a t
1968	Proto	obscurecerse	*cuku	*cuku	c u k u		320bis	255	2598	c u k u
1969	Proto	ocote	*cop	*cop	c o p		42	315	2600	c o - p -
1970	Va	ocote	cohpí	cohpí	c o h p í/i		42	315	2600	c o h p í/i
1971	TA	ocote	copé	copé	c o p é/e		42	315	2600	c o - p é/e
1972	TR	ocote	copé-t	copé-t	c o p é/e + t		42	315	2600 2601	c o - p é/e + t
1973	Proto	ojo	*pus-i	*pus-i	p u s + i		223bis	144	2606 2607	p u - s - + i
1974	TEP	ojo	vúhi	vúhi	v ú/u h i		223bis	144	2606	v ú/u - h i
1975	O	ojo	vu	vu	v u		223bis	144	2606	v u - - -
1976	En	ojo	vúsi-	vúsi-	v ú/u s i		223bis	144	2606	v ú/u - s i
1977	Y	ojo	puúsi	puúsi	p u ú/u s i		223bis	144	2606	p u ú/u s i
1978	MA	ojo	puúsi	puúsi	p u ú/u s i		223bis	144	2606	p u ú/u s i
1979	Vb	ojo	púusi	púusi	p ú/u u s i		223bis	144	2606	p ú/u u s i
1980	Va	ojo	pusí	pusí	p u s í/i		223bis	144	2606	p u - s í/i
1981	TA	ojo	busí	busí	b u s í/i		223bis	144	2606	b u - s í/i
1982	TR	ojo	vu-pusí-t	vu-pusí-t	v u + p u s í/i + t		223bis	144	2608 2606 2609	v u + p u - s í/i + t
1983	Proto	oler (mal)	*hupa	*hupa	h u p a		66	341	2621	- h u - p a
1984	TEP	oler (mal)	'úuva-i	'úuva-i	ʔ úu/uː v a + i		66	341	2621 2622	- ʔ úu/uː - v a + i
1985	O	oler (mal)	uhp-	uhp-	u h p		66	341	2621	u h - - p -
1986	O	oler (mal)	hup-	hup-	h u p		66	341	2621	- h u - p -
1987	En	oler (mal)	hú-huba	hú-huba	h ú/u + h u b a		66	341	2620 2621	h ú/u + - h u - b a
1988	Y	oler (mal)	huúba	huúba	h u ú/u b a		66	341	2621	- h u ú/u b a
1989	MA	oler (mal)	huúba	huúba	h u ú/u b a		66	341	2621	- h u ú/u b a
1990	Va	oler (mal)	upa-	upa-	u p a		66	341	2621	u - - - p a
1991	TA	oler (mal)	hubá.	hubá.	h u b á/a		66	341	2621	- h u - b á/a
1992	Proto	olote	*'ona	*'ona	ʔ o n a		17	81	2633	- - ʔ o n a
1993	Proto	olote	nawo	nawo	n a w o		17	81	2632	n a - w o
1994	Y	olote	náo	náo	n á/a o		17	81	2632	n á/a - - o
1995	MA	olote	naágwo	naágwo	n a á/a gʷ o		17	81	2632	n a á/a gʷ o
1996	Vb	olote	hó'oná-ra	hó'oná-ra	h ó/o ʔ o n á/a + r a		17	81	2633 2634	h ó/o ʔ o n á/a + r a
1997	Va	olote	wo'ná	wo'ná	w o ʔ n á/a		17	81	2633	w o ʔ - n á/a
1998	TA	olote	o'ná	o'ná	o ʔ n á/a		17	81	2633	- o ʔ - n á/a
1999	TA	olote	ooná.	ooná.	o o n á/a		17	81	2633	- o - o n á/a
2000	Proto	ombligo	*siku	*siku	s i k u		240	164	2642	s i - k - - u
2001	P	ombligo	hik	hik	h i k		240	164	2642	h i - k - - -
2002	PI	ombligo	hikudi	hikudi	h i k u d i		240	164	2642	h i - k u d i
2003	En	ombligo	síka-	síka-	s í/i k a		240	164	2642	s í/i - k - - a
2004	Y	ombligo	siíku	siíku	s i í/i k u		240	164	2642	s i í/i k - - u
2005	MA	ombligo	siíku	siíku	s i í/i k u		240	164	2642	s i í/i k - - u
2006	Vb	ombligo	sihkú	sihkú	s i h k ú/u		240	164	2642	s i h k - - ú/u
2007	Va	ombligo	sikú	sikú	s i k ú/u		240	164	2642	s i - k - - ú/u
2008	TA	ombligo	sikú	sikú	s i k ú/u		240	164	2642	s i - k - - ú/u
2009	TR	ombligo	sikú-r.	sikú-r.	s i k ú/u + r		240	164	2642 2643	s i - k - - ú/u + r
2010	Proto	oreja	*naka	*naka	n a k a		163	74	2654	n a - - k a
2011	TEP	oreja	náaka	náaka	n á/a a k a		163	74	2654	n á/a - a k a
2012	O	oreja	naka	naka	n a k a		163	74	2654	n a - - k a
2013	On	oreja	náka-	náka-	n á/a k a		163	74	2654	n á/a - - k a
2014	Y	oreja	náka	náka	n á/a k a		163	74	2654	n á/a - - k a
2015	MA	oreja	nákka	nákka	n á/a kk/kː a		163	74	2654	n á/a - - kk/kː a
2016	Vb	oreja	nahká	nahká	n a h k á/a		163	74	2654	n a h - k á/a
2017	Va	oreja	nahká	nahká	n a h k á/a		163	74	2654	n a h - k á/a
2018	TA	oreja	naká	naká	n a k á/a		163	74	2654	n a - - k á/a
2019	TR	oreja	naká-r.	naká-r.	n a k á/a + r		163	74	2654 2655	n a - - k á/a + r
2020	Proto	orinar	*sia	*sia	s i/j a		237	159	2666	s - - i/j a
2021	PI	orinar	iha	iha	i h a		237	159	2668	i h a
2022	O	orinar	si-sia	si-sia	s i + s i/j a		237	159	2666 2667	s i - - - + s i/j a
2023	Y	orinar	siíse	siíse	s i í/i s e		237	159	2666	s i í/i s e
2024	MA	orinar	siíse	siíse	s i í/i s e		237	159	2666	s i í/i s e
2025	TA	orinar	i-sí.	i-sí.	i + s í/i		237	159	2669 2666	i + s í/i - - -
2026	Proto	orines	*si-i	*si-i	s i + i		237bis	160	2675 2676	s i - - + i
2027	P	orines	hi'i	hi'i	h i ʔ i		237bis	160	2675	h i ʔ i
2028	En	orines	sísi	sísi	s í/i s i		237bis	160	2675	s í/i s i
2029	Vb	orines	si'í	si'í	s i ʔ í/i		237bis	160	2675	s i ʔ í/i
2030	Va	orines	si'í	si'í	s i ʔ í/i		237bis	160	2675	s i ʔ í/i
2031	TR	orines	sií-r.	sií-r.	s i í/i + r		237bis	160	2675 2677	s i - í/i + r
